contract_term_id,contract_id,term_sequence,effective_start_date,effective_end_date,term_length_months,payment_terms_days,overage_policy_type,volume_commitment_type,annual_subscription_fee,implementation_fee,support_tier,support_fee,transaction_fee_per_unit,committed_transaction_volume,ramp_discount_pct,renewal_uplift_pct,price_escalator_pct,termination_for_convenience_flag,price_hold_months,service_level_notes
1799,883,3,2025-04-11,2026-04-10,12,30,per_unit_overage,hard_commit,1463983.68,0.0,enterprise,291598.61,0.01018,13153530,0.0,6.07,4.06,false,0,Custom onboarding and SLA language applied for rollout phases
1800,884,1,2023-08-07,2024-08-06,12,30,none,none,1559320.91,163494.06,premium,219692.28,,,22.34,4.79,0.0,true,3,
1801,884,2,2024-08-07,2025-08-06,12,30,none,none,1618263.24,0.0,premium,227996.65,,,0.0,3.79,3.78,false,6,
1802,884,3,2025-08-07,2026-08-06,12,90,none,none,1720133.82,0.0,premium,242349.16,,,0.0,6.85,5.03,false,12,Custom onboarding and SLA language applied for rollout phases
1803,885,1,2025-03-15,2026-03-14,12,60,tiered_overage,hard_commit,26588.01,6508.41,premium,3583.06,0.01011,563543,3.1,6.97,0.0,false,6,
1804,885,2,2026-03-15,2027-03-14,12,45,per_unit_overage,hard_commit,27348.43,0.0,premium,3685.54,0.0104,586084,0.0,7.45,2.86,false,6,
1805,886,1,2023-07-10,2024-07-09,12,30,none,none,78714.39,20185.69,standard,6541.32,0.01102,240115,3.25,3.2,0.0,false,0,
1806,886,2,2024-07-10,2025-07-09,12,30,none,soft_commit,82295.89,0.0,standard,6838.95,0.01152,249719,0.0,3.61,4.55,false,0,
1807,887,1,2023-07-18,2024-07-17,12,30,none,none,65848.88,8805.47,standard,5503.09,,,0.0,3.3,0.0,false,0,
1808,888,1,2023-11-05,2024-11-04,12,30,none,none,73643.99,9292.23,standard,6176.42,,,13.02,4.45,0.0,false,0,
1809,888,2,2024-11-05,2025-11-04,12,30,none,none,75536.64,0.0,standard,6335.15,,,0.0,3.33,2.57,false,0,
1810,888,3,2025-11-05,2026-11-04,12,30,none,none,79883.27,0.0,standard,6699.7,,,0.0,7.43,4.15,false,0,
1811,889,1,2025-07-01,2026-06-30,12,30,none,none,48128.89,2772.96,standard,3971.42,,,0.0,6.82,0.0,false,3,
1812,890,1,2025-03-20,2026-03-19,12,60,none,none,630275.23,74745.22,enterprise,123778.42,,,24.0,4.95,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1813,890,2,2026-03-20,2027-03-19,12,90,none,none,659456.97,0.0,enterprise,129509.36,,,0.0,6.4,4.63,true,0,Custom onboarding and SLA language applied for rollout phases
1814,890,3,2027-03-20,2028-03-19,12,45,none,none,662958.38,0.0,enterprise,130196.99,,,0.0,3.68,2.56,true,6,Custom onboarding and SLA language applied for rollout phases
1815,890,4,2028-03-20,2029-03-19,12,60,none,none,736523.3,0.0,enterprise,144644.25,,,0.0,6.08,5.33,false,12,Custom onboarding and SLA language applied for rollout phases
1816,891,1,2023-06-13,2024-06-12,12,60,none,none,1795406.43,179375.67,enterprise,344897.7,,,17.39,7.09,0.0,true,6,
1817,891,2,2024-06-13,2025-06-12,12,90,none,none,1843523.32,0.0,enterprise,354140.96,,,0.0,7.69,2.68,false,6,Custom onboarding and SLA language applied for rollout phases
1818,891,3,2025-06-13,2026-06-12,12,30,none,none,1911780.38,0.0,enterprise,367253.14,,,0.0,6.55,3.19,false,12,Custom onboarding and SLA language applied for rollout phases
1819,891,4,2026-06-13,2027-06-12,12,60,none,none,2027170.98,0.0,enterprise,389419.69,,,0.0,5.63,4.13,false,6,Custom onboarding and SLA language applied for rollout phases
1820,892,1,2024-09-07,2025-09-06,12,30,none,none,12927.23,1656.68,premium,1712.63,,,0.0,6.69,0.0,false,0,
1821,893,1,2025-02-24,2026-02-23,12,30,none,none,27792.04,20599.19,standard,2327.25,,,12.32,6.72,0.0,false,0,
1822,893,2,2026-02-24,2027-02-23,12,30,none,none,28464.61,0.0,standard,2383.57,,,0.0,4.1,2.42,false,0,
1823,893,3,2027-02-24,2028-02-23,12,30,none,none,29273.12,0.0,standard,2451.27,,,0.0,6.04,2.63,false,0,
1824,894,1,2025-10-16,2026-10-15,12,45,none,none,1973993.94,193145.06,premium,272316.59,,,16.77,5.87,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1825,894,2,2026-10-16,2027-10-15,12,45,none,none,2039727.94,0.0,premium,281384.73,,,0.0,7.16,3.33,false,12,Custom onboarding and SLA language applied for rollout phases
1826,894,3,2027-10-16,2028-10-15,12,60,none,none,2147819.13,0.0,premium,296296.14,,,0.0,6.85,4.31,false,6,Custom onboarding and SLA language applied for rollout phases
1827,895,1,2023-06-30,2024-06-29,12,30,per_unit_overage,hard_commit,1361813.22,404672.17,enterprise,254089.11,0.01122,15203584,0.0,6.55,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1828,896,1,2024-08-02,2025-08-01,12,60,none,none,542098.91,39005.5,premium,75704.48,,,19.32,7.14,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1829,896,2,2025-08-02,2026-08-01,12,90,none,none,562319.2,0.0,premium,78528.26,,,0.0,6.35,3.73,true,0,Custom onboarding and SLA language applied for rollout phases
1830,896,3,2026-08-02,2027-08-01,12,45,none,none,587688.04,0.0,premium,82071.03,,,0.0,7.17,4.12,true,6,
1831,896,4,2027-08-02,2028-08-01,12,30,none,none,633482.74,0.0,premium,88466.29,,,0.0,7.29,5.33,false,0,
1832,896,5,2028-08-02,2029-08-01,12,45,none,none,666234.38,0.0,premium,93040.08,,,0.0,6.35,5.29,false,0,Custom onboarding and SLA language applied for rollout phases
1833,897,1,2023-08-15,2024-08-14,12,45,per_unit_overage,hard_commit,502047.23,58095.47,standard,42381.75,0.0101,4979676,4.39,7.03,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1834,897,2,2024-08-15,2025-08-14,12,30,tiered_overage,hard_commit,516958.03,0.0,standard,43640.49,0.0104,5178863,0.0,4.46,2.97,false,3,Custom onboarding and SLA language applied for rollout phases
1835,898,1,2026-02-12,2027-02-11,12,30,per_unit_overage,none,28923.61,2131.19,standard,2339.8,0.01209,279859,0.0,5.77,0.0,false,0,
1836,899,1,2023-09-25,2024-09-24,12,30,none,none,45289.82,2616.45,standard,3661.0,,,0.97,3.52,0.0,false,0,
1837,899,2,2024-09-25,2025-09-24,12,30,none,none,46770.8,0.0,standard,3780.71,,,0.0,3.82,3.27,false,0,
1838,900,1,2024-05-16,2025-05-15,12,30,tiered_overage,soft_commit,653199.69,70290.05,enterprise,122959.46,0.01031,8390907,0.0,3.68,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1839,901,1,2024-11-05,2025-11-04,12,45,per_unit_overage,ramp_commit,1418208.25,318506.27,enterprise,276684.5,0.0096,22554346,22.31,6.84,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1840,901,2,2025-11-05,2026-11-04,12,30,per_unit_overage,soft_commit,1458343.54,0.0,enterprise,284514.67,0.00987,23456519,0.0,6.28,2.83,false,3,
1841,901,3,2026-11-05,2027-11-04,12,45,hard_cap,ramp_commit,1506330.55,0.0,enterprise,293876.67,0.0102,24358693,0.0,7.71,3.06,true,6,Custom onboarding and SLA language applied for rollout phases
1842,902,1,2025-05-14,2026-05-13,12,90,none,none,25992.12,6472.4,enterprise,4840.86,,,0.0,7.15,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1843,903,1,2025-03-03,2026-03-02,12,45,per_unit_overage,hard_commit,393529.23,28151.16,premium,53664.51,0.00976,5309674,0.0,4.95,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1844,904,1,2024-08-05,2025-08-04,12,30,none,none,764672.92,84200.26,standard,65427.94,,,18.73,3.8,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1845,904,2,2025-08-05,2026-08-04,12,90,none,none,790213.0,0.0,standard,67613.23,,,0.0,5.33,3.34,false,0,Custom onboarding and SLA language applied for rollout phases
1846,904,3,2026-08-05,2027-08-04,12,60,none,none,804168.47,0.0,standard,68807.31,,,0.0,4.4,2.55,false,0,
1847,905,1,2025-05-25,2026-05-24,12,90,tiered_overage,hard_commit,417512.19,50960.46,enterprise,79680.99,0.00981,7333706,4.71,7.14,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
1848,905,2,2026-05-25,2027-05-24,12,45,per_unit_overage,ramp_commit,433294.15,0.0,enterprise,82692.93,0.01018,7627054,0.0,7.79,3.78,false,6,
1849,906,1,2023-06-17,2024-06-16,12,30,none,none,24109.84,1981.62,standard,1940.67,,,0.0,6.21,0.0,false,3,
1850,907,1,2023-03-27,2024-03-26,12,30,none,none,35833.84,2336.18,enterprise,6519.77,,,0.0,5.23,0.0,false,3,
1851,908,1,2025-10-16,2026-10-15,12,30,none,none,36950.17,2445.04,standard,3078.6,0.01051,196887,3.45,3.63,0.0,false,3,
1852,908,2,2026-10-16,2027-10-15,12,30,none,none,38188.0,0.0,standard,3181.73,0.01086,204762,0.0,4.35,3.35,false,0,
1853,909,1,2024-05-29,2025-05-28,12,30,none,none,604071.8,142534.25,enterprise,114584.71,,,0.0,4.64,0.0,false,0,
1854,910,1,2025-01-17,2026-01-16,12,30,none,none,23601.44,1987.57,standard,1932.25,,,2.07,7.22,0.0,false,0,
1855,910,2,2026-01-17,2027-01-16,12,30,none,none,24311.84,0.0,standard,1990.41,,,0.0,4.4,3.01,false,0,
1856,911,1,2025-05-14,2026-05-13,12,30,none,none,20730.21,5934.71,standard,1697.49,0.01136,168486,0.0,5.06,0.0,false,0,
1857,912,1,2024-04-11,2025-04-10,12,30,none,none,116557.82,11958.74,premium,16021.88,,,15.38,3.78,0.0,true,0,
1858,912,2,2025-04-11,2026-04-10,12,30,none,none,121173.51,0.0,premium,16656.35,,,0.0,5.99,3.96,true,0,
1859,912,3,2026-04-11,2027-04-10,12,60,none,none,123032.7,0.0,premium,16911.91,,,0.0,5.8,2.74,true,6,Custom onboarding and SLA language applied for rollout phases
1860,912,4,2027-04-11,2028-04-10,12,60,none,none,135045.93,0.0,premium,18563.23,,,0.0,4.23,5.03,true,3,Custom onboarding and SLA language applied for rollout phases
1861,912,5,2028-04-11,2029-04-10,12,30,none,none,142379.7,0.0,premium,19571.32,,,0.0,7.4,5.13,false,3,Custom onboarding and SLA language applied for rollout phases
1862,913,1,2024-11-22,2025-11-21,12,30,none,none,439552.25,112802.1,standard,37324.93,,,4.79,3.85,0.0,false,0,
1863,913,2,2025-11-22,2026-11-21,12,30,none,none,460387.03,0.0,standard,39094.13,,,0.0,5.87,4.74,false,3,
1864,914,1,2025-09-19,2026-09-18,12,60,none,none,348021.25,44000.26,premium,47590.93,,,4.17,4.09,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1865,914,2,2026-09-19,2027-09-18,12,60,none,none,358601.1,0.0,premium,49037.69,,,0.0,5.05,3.04,true,3,Custom onboarding and SLA language applied for rollout phases
1866,915,1,2023-04-12,2024-04-11,12,30,none,none,19806.7,1876.74,standard,1632.17,,,0.0,5.01,0.0,false,0,
1867,916,1,2024-09-25,2025-09-24,12,30,tiered_overage,soft_commit,19028.88,1844.89,standard,1555.24,0.01251,241175,6.15,7.7,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1868,916,2,2025-09-25,2026-09-24,12,30,tiered_overage,soft_commit,19632.1,0.0,standard,1604.54,0.01291,250822,0.0,3.95,3.17,false,0,Custom onboarding and SLA language applied for rollout phases
1869,916,3,2026-09-25,2027-09-24,12,30,per_unit_overage,hard_commit,20807.86,0.0,standard,1700.64,0.01368,260469,0.0,4.33,4.57,false,6,Custom onboarding and SLA language applied for rollout phases
1870,917,1,2024-02-03,2025-02-02,12,30,none,none,29009.26,2146.36,standard,2364.01,,,0.0,4.24,0.0,false,0,
1871,918,1,2023-05-26,2024-05-25,12,30,per_unit_overage,none,127634.69,12338.55,standard,10627.47,0.01078,1071157,0.0,7.29,0.0,false,0,
1872,919,1,2024-07-24,2025-07-23,12,30,none,none,65489.38,3373.04,standard,5457.33,0.01054,1843748,12.04,4.81,0.0,false,0,
1873,919,2,2025-07-24,2026-07-23,12,30,none,none,68659.07,0.0,standard,5721.46,0.01105,1917497,0.0,4.48,4.84,false,0,
1874,919,3,2026-07-24,2027-07-23,12,30,none,none,68228.7,0.0,standard,5685.6,0.01098,1991247,0.0,6.77,2.07,false,0,
1875,920,1,2023-04-01,2024-03-31,12,45,none,none,922202.81,94104.12,enterprise,173782.44,,,3.83,4.18,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
1876,920,2,2024-04-01,2025-03-31,12,45,none,none,951344.42,0.0,enterprise,179273.97,,,0.0,4.31,3.16,false,6,
1877,921,1,2024-04-08,2025-04-07,12,30,none,none,49583.81,2779.29,premium,6577.5,,,0.0,4.53,0.0,false,0,
1878,922,1,2024-08-10,2025-08-09,12,45,none,none,32310.29,2241.64,standard,2626.24,,,0.0,4.46,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1879,923,1,2024-05-16,2025-05-15,12,30,per_unit_overage,none,26317.61,4419.09,standard,2165.85,0.01281,408691,0.0,6.13,0.0,false,0,
1880,924,1,2024-08-30,2025-08-29,12,45,tiered_overage,soft_commit,687693.16,44962.18,standard,57436.32,0.01097,4313037,3.63,6.45,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1881,924,2,2025-08-30,2026-08-29,12,30,hard_cap,hard_commit,724209.67,0.0,standard,60486.19,0.01155,4485558,0.0,4.19,5.31,true,6,Custom onboarding and SLA language applied for rollout phases
1882,925,1,2024-04-24,2025-04-23,12,30,none,none,27920.45,4517.19,standard,2292.31,0.01167,163775,0.0,5.38,0.0,false,0,
1883,926,1,2024-05-18,2025-05-17,12,45,none,none,616145.17,44692.08,premium,86910.68,,,22.73,5.73,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1884,926,2,2025-05-18,2026-05-17,12,30,none,none,640606.13,0.0,premium,90361.03,,,0.0,7.37,3.97,false,3,Custom onboarding and SLA language applied for rollout phases
1885,926,3,2026-05-18,2027-05-17,12,30,none,none,672459.66,0.0,premium,94854.15,,,0.0,6.04,4.47,false,0,Custom onboarding and SLA language applied for rollout phases
1886,926,4,2027-05-18,2028-05-17,12,30,none,none,700905.94,0.0,premium,98866.65,,,0.0,7.89,4.39,false,0,Custom onboarding and SLA language applied for rollout phases
1887,927,1,2024-08-14,2025-08-13,12,30,none,none,112420.51,11753.72,premium,15495.95,,,0.0,5.02,0.0,false,12,
1888,928,1,2023-05-26,2024-05-25,12,45,none,none,227526.4,18207.24,standard,19005.65,,,0.0,4.81,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1889,929,1,2024-09-08,2025-09-07,12,30,none,none,248808.66,112384.47,premium,34522.11,,,5.15,6.28,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1890,929,2,2025-09-08,2026-09-07,12,45,none,none,260154.33,0.0,premium,36096.32,,,0.0,5.55,4.56,true,6,Custom onboarding and SLA language applied for rollout phases
1891,930,1,2025-05-15,2026-05-14,12,60,true_up,ramp_commit,24139.23,2012.57,premium,3231.22,0.01225,262334,7.18,7.0,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1892,930,2,2026-05-15,2027-05-14,12,30,true_up,ramp_commit,25425.85,0.0,premium,3403.44,0.0129,272827,0.0,5.35,5.33,false,3,
1893,930,3,2027-05-15,2028-05-14,12,30,tiered_overage,ramp_commit,26194.42,0.0,premium,3506.32,0.01329,283320,0.0,6.93,4.17,false,3,Custom onboarding and SLA language applied for rollout phases
1894,930,4,2028-05-15,2029-05-14,12,45,per_unit_overage,hard_commit,26124.87,0.0,premium,3497.01,0.01326,293814,0.0,3.78,2.67,false,0,Custom onboarding and SLA language applied for rollout phases
1895,931,1,2025-04-14,2026-04-13,12,30,none,none,128269.31,24309.22,enterprise,24175.6,,,13.59,7.59,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1896,931,2,2026-04-14,2027-04-13,12,60,none,none,132758.74,0.0,enterprise,25021.75,,,0.0,3.57,3.5,true,0,
1897,931,3,2027-04-14,2028-04-13,12,45,none,none,136133.76,0.0,enterprise,25657.86,,,0.0,6.85,3.02,false,3,Custom onboarding and SLA language applied for rollout phases
1898,932,1,2024-06-27,2025-06-26,12,30,none,none,326119.4,24606.78,premium,44844.33,,,4.55,7.48,0.0,false,0,
1899,932,2,2025-06-27,2026-06-26,12,45,none,none,337403.13,0.0,premium,46395.94,,,0.0,5.92,3.46,false,0,
1900,933,1,2023-06-26,2024-06-25,12,30,tiered_overage,hard_commit,21910.95,1924.5,standard,1776.29,0.01273,210078,0.0,6.5,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1901,934,1,2023-07-11,2024-07-10,12,30,none,soft_commit,30932.89,2196.55,standard,2509.68,0.01273,148172,0.0,3.9,0.0,false,0,
1902,935,1,2025-05-09,2026-05-08,12,30,none,none,32513.3,4795.85,standard,2654.4,0.01199,389734,0.0,5.09,0.0,false,0,
1903,936,1,2024-06-13,2025-06-12,12,30,none,none,107958.62,11566.51,premium,14961.96,,,18.12,4.33,0.0,false,0,
1904,936,2,2025-06-13,2026-06-12,12,30,none,none,112730.39,0.0,premium,15623.28,,,0.0,5.42,4.42,false,0,
1905,936,3,2026-06-13,2027-06-12,12,30,none,none,113512.57,0.0,premium,15731.68,,,0.0,6.97,2.54,false,0,
1906,937,1,2023-07-13,2024-07-12,12,60,none,none,329716.9,23687.49,enterprise,61407.59,,,0.0,4.73,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1907,938,1,2025-06-30,2026-06-29,12,30,none,none,1016674.75,113059.37,enterprise,199897.32,,,23.83,7.62,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1908,938,2,2026-06-30,2027-06-29,12,30,none,none,1052461.7,0.0,enterprise,206933.71,,,0.0,7.02,3.52,false,6,Custom onboarding and SLA language applied for rollout phases
1909,938,3,2027-06-30,2028-06-29,12,30,none,none,1086983.91,0.0,enterprise,213721.42,,,0.0,5.73,3.4,false,12,Custom onboarding and SLA language applied for rollout phases
1910,939,1,2025-09-13,2026-09-12,12,30,none,none,626734.05,70365.34,premium,86585.72,,,4.87,6.6,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1911,939,2,2026-09-13,2027-09-12,12,45,none,none,657318.67,0.0,premium,90811.1,,,0.0,7.0,4.88,false,0,Custom onboarding and SLA language applied for rollout phases
1912,940,1,2023-11-09,2024-11-08,12,60,none,none,529416.47,65016.86,enterprise,104125.04,,,23.54,4.25,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1913,940,2,2024-11-09,2025-11-08,12,60,none,none,545722.5,0.0,enterprise,107332.09,,,0.0,7.01,3.08,true,6,Custom onboarding and SLA language applied for rollout phases
1914,940,3,2025-11-09,2026-11-08,12,60,none,none,582903.68,0.0,enterprise,114644.84,,,0.0,5.62,4.93,true,0,Custom onboarding and SLA language applied for rollout phases
1915,940,4,2026-11-09,2027-11-08,12,90,none,none,616550.29,0.0,enterprise,121262.42,,,0.0,4.89,5.21,false,3,Custom onboarding and SLA language applied for rollout phases
1916,941,1,2024-09-02,2025-09-01,12,45,none,none,389181.17,27147.97,enterprise,72590.37,,,3.06,4.58,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1917,941,2,2025-09-02,2026-09-01,12,60,none,none,405565.7,0.0,enterprise,75646.42,,,0.0,3.89,4.21,false,6,
1918,942,1,2023-06-20,2024-06-19,12,30,per_unit_overage,none,496357.28,56938.96,premium,67712.94,0.01127,5264464,4.0,4.03,0.0,false,0,
1919,942,2,2024-06-20,2025-06-19,12,30,per_unit_overage,none,507972.04,0.0,premium,69297.42,0.01153,5475042,0.0,4.55,2.34,false,0,
1920,943,1,2025-01-13,2026-01-12,12,45,hard_cap,soft_commit,257138.76,19903.18,premium,34880.05,0.00981,5360142,0.0,7.14,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1921,944,1,2023-03-09,2024-03-08,12,30,none,none,21564.56,1925.56,premium,2871.17,,,0.0,6.79,0.0,false,0,
1922,945,1,2025-03-05,2026-03-04,12,30,none,soft_commit,46876.04,24402.74,premium,6505.79,0.01174,1320645,17.92,6.38,0.0,false,0,
1923,945,2,2026-03-05,2027-03-04,12,30,none,soft_commit,47888.56,0.0,premium,6646.32,0.01199,1373470,0.0,5.81,2.16,false,0,
1924,945,3,2027-03-05,2028-03-04,12,30,per_unit_overage,none,50049.96,0.0,premium,6946.29,0.01253,1426296,0.0,4.52,3.33,false,3,
1925,946,1,2026-01-02,2027-01-01,12,30,none,none,35477.71,6949.91,standard,2859.8,,,0.0,6.4,0.0,false,0,
1926,947,1,2025-01-22,2026-01-21,12,90,none,none,71313.57,3432.06,standard,5808.59,,,1.64,3.52,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1927,947,2,2026-01-22,2027-01-21,12,45,none,none,75157.37,0.0,standard,6121.67,,,0.0,4.96,5.39,false,0,Custom onboarding and SLA language applied for rollout phases
1928,948,1,2024-12-01,2025-11-30,12,60,none,none,134412.07,13038.31,premium,18479.48,,,15.53,5.06,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1929,948,2,2025-12-01,2026-11-30,12,60,none,none,141078.91,0.0,premium,19396.06,,,0.0,6.74,4.96,true,0,Custom onboarding and SLA language applied for rollout phases
1930,948,3,2026-12-01,2027-11-30,12,60,none,none,148499.96,0.0,premium,20416.34,,,0.0,5.09,5.11,false,3,Custom onboarding and SLA language applied for rollout phases
1931,949,1,2023-06-02,2024-06-01,12,45,none,none,333353.11,45695.98,enterprise,65597.97,,,24.0,4.89,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1932,949,2,2024-06-02,2025-06-01,12,45,none,none,351287.51,0.0,enterprise,69127.14,,,0.0,4.96,5.38,true,0,Custom onboarding and SLA language applied for rollout phases
1933,949,3,2025-06-02,2026-06-01,12,30,none,none,357717.49,0.0,enterprise,70392.45,,,0.0,7.05,3.59,true,6,
1934,949,4,2026-06-02,2027-06-01,12,90,none,none,383148.04,0.0,enterprise,75396.73,,,0.0,7.31,4.75,false,3,Custom onboarding and SLA language applied for rollout phases
1935,949,5,2027-06-02,2028-06-01,12,45,none,none,384159.17,0.0,enterprise,75595.7,,,0.0,6.52,3.61,false,0,Custom onboarding and SLA language applied for rollout phases
1936,950,1,2023-03-22,2024-03-21,12,30,tiered_overage,soft_commit,334397.85,25026.83,enterprise,63573.16,0.01124,5304901,4.45,5.76,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1937,950,2,2024-03-22,2025-03-21,12,60,hard_cap,ramp_commit,346904.33,0.0,enterprise,65950.8,0.01166,5517097,0.0,7.88,3.74,false,12,Custom onboarding and SLA language applied for rollout phases
1938,951,1,2023-11-19,2024-11-18,12,60,none,none,18059.49,1810.34,standard,1466.72,,,0.0,6.79,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1939,952,1,2023-12-21,2024-12-20,12,60,none,none,307113.05,23039.55,premium,41864.09,,,3.94,7.28,0.0,true,3,
1940,952,2,2024-12-21,2025-12-20,12,90,none,none,321823.77,0.0,premium,43869.38,,,0.0,7.99,4.79,true,0,
1941,953,1,2024-09-07,2025-09-06,12,30,none,none,419475.91,49410.81,premium,56795.24,,,11.45,7.27,0.0,false,0,
1942,953,2,2025-09-07,2026-09-06,12,30,none,none,429795.02,0.0,premium,58192.4,,,0.0,7.37,2.46,false,0,
1943,953,3,2026-09-07,2027-09-06,12,30,none,none,451439.45,0.0,premium,61122.97,,,0.0,5.34,3.74,false,0,
1944,954,1,2025-01-29,2026-01-28,12,30,none,none,182172.11,30128.39,premium,25498.8,,,5.71,6.27,0.0,false,0,
1945,954,2,2026-01-29,2027-01-28,12,30,none,none,190187.68,0.0,premium,26620.75,,,0.0,6.86,4.4,false,0,
1946,955,1,2025-09-28,2026-09-27,12,30,none,none,452862.98,54172.33,premium,62415.29,,,15.98,5.6,0.0,true,0,
1947,955,2,2026-09-28,2027-09-27,12,60,none,none,477679.87,0.0,premium,65835.65,,,0.0,7.97,5.48,true,3,
1948,955,3,2027-09-28,2028-09-27,12,60,none,none,477554.7,0.0,premium,65818.4,,,0.0,6.35,2.69,false,6,Custom onboarding and SLA language applied for rollout phases
1949,955,4,2028-09-28,2029-09-27,12,60,none,none,510732.91,0.0,premium,70391.14,,,0.0,7.56,4.09,true,12,Custom onboarding and SLA language applied for rollout phases
1950,956,1,2026-02-09,2027-02-08,12,60,none,none,266766.45,37673.04,premium,37040.91,,,5.2,7.7,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1951,956,2,2027-02-09,2028-02-08,12,45,none,none,280238.16,0.0,premium,38911.48,,,0.0,7.05,5.05,false,3,Custom onboarding and SLA language applied for rollout phases
1952,957,1,2025-01-24,2026-01-23,12,30,none,none,136412.06,26092.29,enterprise,26726.23,,,22.6,6.09,0.0,true,0,
1953,957,2,2026-01-24,2027-01-23,12,30,none,none,140177.03,0.0,enterprise,27463.87,,,0.0,7.79,2.76,true,0,
1954,957,3,2027-01-24,2028-01-23,12,30,none,none,143793.71,0.0,enterprise,28172.46,,,0.0,7.76,2.67,false,6,Custom onboarding and SLA language applied for rollout phases
1955,957,4,2028-01-24,2029-01-23,12,60,none,none,155088.58,0.0,enterprise,30385.39,,,0.0,5.12,4.37,false,3,Custom onboarding and SLA language applied for rollout phases
1956,958,1,2024-04-25,2025-04-24,12,30,none,none,430055.47,30646.58,standard,36270.34,0.01078,1417080,4.33,5.64,0.0,false,0,
1957,958,2,2025-04-25,2026-04-24,12,30,none,none,448848.89,0.0,standard,37855.35,0.01125,1473763,0.0,6.42,4.37,false,0,
1958,959,1,2023-12-25,2024-12-24,12,30,true_up,hard_commit,443214.94,31079.55,premium,60440.01,0.01163,3225438,3.97,7.49,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
1959,959,2,2024-12-25,2025-12-24,12,30,tiered_overage,soft_commit,460987.86,0.0,premium,62863.65,0.0121,3354455,0.0,3.75,4.01,false,0,Custom onboarding and SLA language applied for rollout phases
1960,960,1,2024-01-30,2025-01-29,12,30,none,none,407492.97,50225.77,premium,56271.34,,,4.84,5.84,0.0,false,6,
1961,960,2,2025-01-30,2026-01-29,12,60,none,none,422081.22,0.0,premium,58285.85,,,0.0,3.51,3.58,false,0,Custom onboarding and SLA language applied for rollout phases
1962,961,1,2024-07-17,2025-07-16,12,30,tiered_overage,hard_commit,1550649.97,356393.16,enterprise,306400.35,0.01088,12034038,24.0,7.46,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1963,961,2,2025-07-17,2026-07-16,12,30,tiered_overage,hard_commit,1617172.85,0.0,enterprise,319544.93,0.01135,12515399,0.0,4.46,4.29,false,6,
1964,961,3,2026-07-17,2027-07-16,12,30,tiered_overage,ramp_commit,1712849.51,0.0,enterprise,338450.13,0.01202,12996761,0.0,6.75,5.1,true,0,Custom onboarding and SLA language applied for rollout phases
1965,961,4,2027-07-17,2028-07-16,12,30,tiered_overage,soft_commit,1761433.58,0.0,enterprise,348050.09,0.01236,13478122,0.0,7.19,4.34,false,3,Custom onboarding and SLA language applied for rollout phases
1966,962,1,2026-02-09,2027-02-08,12,30,none,none,1556430.75,153649.05,premium,213944.81,,,15.1,6.69,0.0,false,0,
1967,962,2,2027-02-09,2028-02-08,12,30,none,none,1605302.68,0.0,premium,220662.68,,,0.0,7.01,3.14,false,0,
1968,962,3,2028-02-09,2029-02-08,12,30,none,none,1663423.6,0.0,premium,228651.9,,,0.0,6.82,3.38,false,0,
1969,963,1,2024-03-17,2025-03-16,12,60,true_up,ramp_commit,82395.28,31375.47,standard,7058.01,0.01183,787782,18.54,3.83,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
