opportunity_id,opportunity_external_id,account_id,opportunity_name,stage_name,outcome,lifecycle_type,segment,sales_region,close_date,created_date,expected_start_date,contract_length_months,currency_code,estimated_users,annual_transaction_estimate,implementation_complexity,support_tier_requested,competitor_pressure_score,total_quote_amount
2282,OPP-02282,850,Pioneer Logistics Net New,Closed Lost,lost,net_new,strategic,na,2025-01-14,2024-10-14,,,USD,,,high,enterprise,0.52,
2283,OPP-02283,850,Pioneer Logistics Net New,Closed Lost,lost,net_new,strategic,na,2025-10-22,2025-04-16,2025-12-31,60,USD,14853,10327334,high,standard,0.53,4866603.62
2284,OPP-02284,850,Pioneer Logistics Net New,Closed Lost,lost,net_new,strategic,na,2024-10-09,2024-03-16,2024-11-13,48,USD,11786,22158140,high,standard,0.69,7519831.89
2285,OPP-02285,851,Vector Supply Co Net New,Closed Won,won,net_new,mid_market,latam,2024-12-28,2024-07-28,2025-02-24,36,USD,153,845907,medium,standard,0.39,110922.8
2286,OPP-02286,851,Vector Supply Co Net New,Closed Lost,lost,net_new,mid_market,latam,2024-08-06,2024-04-15,2024-10-11,12,USD,,340179,medium,premium,0.39,95604.23
2287,OPP-02287,852,Northstar Commerce Partners Renewal,Closed Won,won,renewal,strategic,apac,2025-08-19,2025-06-17,2025-10-16,36,USD,14104,7939865,high,premium,0.5,6926901.71
2288,OPP-02288,852,Northstar Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,apac,2025-12-08,2025-10-28,,60,USD,,14183131,high,enterprise,0.41,15276494.37
2289,OPP-02289,852,Northstar Commerce Partners Net New,Closed Won,won,net_new,strategic,apac,2023-05-08,2023-02-18,2023-06-30,12,USD,8580,16148839,high,enterprise,0.3,2176186.51
2290,OPP-02290,852,Northstar Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,apac,2025-08-21,2025-05-10,2025-09-27,24,USD,16952,20627145,high,enterprise,0.47,4408800.13
2291,OPP-02291,853,Harbor Operations Net New,Closed Lost,lost,net_new,enterprise,na,2025-02-24,2024-12-07,2025-05-05,,USD,3464,7232781,high,enterprise,0.33,
2292,OPP-02292,853,Harbor Operations Net New,Closed Lost,lost,net_new,enterprise,na,2024-01-21,2023-11-20,,48,USD,5583,5143739,high,premium,0.32,3122003.18
2293,OPP-02293,853,Harbor Operations Net New,Closed Lost,lost,net_new,enterprise,na,2023-08-29,2023-03-04,2023-10-13,,USD,4248,7126871,high,premium,0.53,606141.19
2294,OPP-02294,854,Atlas Distribution Renewal,Closed Won,won,renewal,enterprise,emea,2024-07-10,2024-05-18,2024-08-02,60,USD,4341,6139162,medium,premium,0.5,3125147.95
2295,OPP-02295,854,Atlas Distribution Renewal,Closed Won,won,renewal,enterprise,emea,2023-06-13,2023-03-31,2023-08-15,24,USD,4806,5736663,high,standard,0.48,1235303.37
2296,OPP-02296,854,Atlas Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2025-12-09,2025-10-14,2026-02-19,48,USD,3899,1668414,high,premium,0.7,2118446.33
2297,OPP-02297,854,Atlas Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2024-08-16,2024-01-24,,24,USD,2136,1855410,high,premium,0.77,523737.12
2298,OPP-02298,855,Summit Cargo Systems Renewal,Closed Won,won,renewal,smb,na,2025-12-01,2025-10-19,2026-02-12,12,USD,74,313766,low,standard,0.06,36682.89
2299,OPP-02299,855,Summit Cargo Systems Renewal,Closed Won,won,renewal,smb,na,2023-08-06,2023-06-26,2023-09-25,24,USD,55,55644,low,standard,0.29,100509.79
2300,OPP-02300,856,Granite Retail Holdings Renewal,Closed Won,won,renewal,strategic,latam,2024-03-12,2024-01-28,2024-05-16,12,USD,7870,10337140,high,enterprise,0.27,923725.22
2301,OPP-02301,856,Granite Retail Holdings Expansion,Closed Won,won,expansion,strategic,latam,2024-09-24,2024-06-18,2024-11-05,36,USD,10714,24123868,high,enterprise,0.71,5940138.09
2302,OPP-02302,856,Granite Retail Holdings Expansion,Closed Lost,lost,expansion,strategic,latam,2024-05-16,2024-02-21,2024-07-15,48,USD,9938,17337192,high,premium,0.71,6258360.85
2303,OPP-02303,856,Granite Retail Holdings Net New,Closed Lost,lost,net_new,strategic,latam,2023-03-06,2022-12-21,2023-03-21,,USD,16944,19595113,high,premium,0.33,4504932.03
2304,OPP-02304,857,Meridian Trade Group Net New,Closed Lost,lost,net_new,mid_market,na,2023-06-28,2023-04-20,2023-08-11,,USD,900,1258543,medium,standard,0.56,130044.9
2305,OPP-02305,858,Apex Global Freight Net New,Closed Lost,lost,net_new,smb,emea,2023-06-12,2022-12-20,2023-07-02,12,USD,82,111114,low,standard,0.43,27995.69
2306,OPP-02306,858,Apex Global Freight Net New,Closed Lost,lost,net_new,smb,emea,2024-10-04,2024-07-23,,24,USD,67,333811,low,premium,0.37,
2307,OPP-02307,859,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,na,2023-02-07,2022-10-05,2023-03-03,24,USD,6379,5745275,high,enterprise,0.77,1823243.01
2308,OPP-02308,859,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,na,2024-10-26,2024-06-22,2024-11-30,,USD,,3158405,high,enterprise,0.4,838845.4
2309,OPP-02309,859,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,na,2023-08-02,2023-06-18,2023-10-13,36,USD,2071,5255596,high,premium,0.53,528355.55
2310,OPP-02310,860,Ironwood Logistics Net New,Closed Lost,lost,net_new,mid_market,emea,2025-11-27,2025-09-09,2025-12-29,12,USD,382,,medium,standard,0.55,88395.22
2311,OPP-02311,860,Ironwood Logistics Renewal,Closed Won,won,renewal,mid_market,emea,2025-03-01,2025-02-03,2025-05-14,12,USD,175,643538,medium,enterprise,0.34,37287.54
2312,OPP-02312,861,Crescent Supply Co Net New,Closed Lost,lost,net_new,strategic,na,2025-09-16,2025-05-14,2025-10-28,24,USD,16899,14615023,high,enterprise,0.48,6433903.5
2313,OPP-02313,861,Crescent Supply Co Net New,Closed Lost,lost,net_new,strategic,na,2023-11-14,2023-09-10,2024-01-07,36,USD,14192,7034745,high,enterprise,0.59,4547276.75
2314,OPP-02314,861,Crescent Supply Co Net New,Closed Lost,lost,net_new,strategic,na,2023-07-25,2023-03-31,2023-09-21,,USD,14786,15042967,high,premium,0.84,2257744.07
2315,OPP-02315,862,Pioneer Commerce Partners Renewal,Closed Won,won,renewal,enterprise,na,2024-12-20,2024-09-24,2025-03-03,12,USD,4537,6626219,medium,premium,0.72,521422.99
2316,OPP-02316,862,Pioneer Commerce Partners Renewal,Closed Won,won,renewal,enterprise,na,2024-06-07,2024-03-18,2024-08-05,36,USD,6150,5445814,high,standard,0.38,2573100.4
2317,OPP-02317,862,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2023-01-21,2022-08-18,2023-03-10,48,USD,2045,4685581,high,enterprise,0.48,1307107.54
2318,OPP-02318,862,Pioneer Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,na,2023-11-22,2023-10-02,,,USD,5147,3230252,high,premium,0.66,840932.97
2319,OPP-02319,863,Vector Operations Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-06-02,2023-03-20,2023-07-15,12,USD,3964,,high,premium,0.33,589231.85
2320,OPP-02320,863,Vector Operations Renewal,Closed Won,won,renewal,enterprise,apac,2025-04-25,2025-02-03,2025-05-25,24,USD,2649,8642595,high,enterprise,0.3,1170197.87
2321,OPP-02321,863,Vector Operations Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-04-30,2022-12-31,2023-05-28,24,USD,2775,2381085,medium,premium,0.66,
2322,OPP-02322,864,Northstar Distribution Renewal,Closed Won,won,renewal,smb,na,2023-05-31,2023-04-27,2023-06-17,12,USD,72,114365,low,standard,0.22,28030.82
2323,OPP-02323,864,Northstar Distribution Renewal,Closed Won,won,renewal,smb,na,2023-01-12,2022-11-28,2023-03-27,12,USD,128,190509,low,enterprise,0.29,44682.14
2324,OPP-02324,864,Northstar Distribution Renewal,Closed Won,won,renewal,smb,na,2025-09-07,2025-07-09,2025-10-16,24,USD,60,236327,low,standard,0.32,86232.24
2325,OPP-02325,865,Harbor Cargo Systems Net New,Closed Lost,lost,net_new,enterprise,na,2023-05-02,2023-03-09,2023-05-19,24,USD,4229,6996056,high,enterprise,0.48,1697126.18
2326,OPP-02326,865,Harbor Cargo Systems Expansion,Closed Won,won,expansion,enterprise,na,2024-04-18,2024-01-06,2024-05-29,12,USD,3682,4542685,high,enterprise,0.53,860547.71
2327,OPP-02327,865,Harbor Cargo Systems Net New,Closed Lost,lost,net_new,enterprise,na,2025-05-04,2024-12-21,2025-06-02,24,USD,6270,3950566,high,premium,0.37,1585185.18
2328,OPP-02328,866,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,strategic,na,2025-05-29,2025-02-14,2025-07-07,,USD,4556,23821114,high,enterprise,0.77,
2329,OPP-02329,866,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,strategic,na,2025-09-19,2025-06-22,2025-11-23,36,USD,,9940859,high,enterprise,0.88,4209384.15
2330,OPP-02330,866,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,strategic,na,2024-08-07,2024-06-09,2024-10-20,48,USD,13168,9988894,high,premium,0.7,8403399.56
2331,OPP-02331,866,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,strategic,na,2024-01-24,2023-08-10,2024-02-23,48,USD,7780,8796164,high,premium,0.75,3228672.41
2332,OPP-02332,867,Summit Trade Group Net New,Closed Lost,lost,net_new,smb,emea,2024-01-03,2023-06-20,2024-01-29,12,USD,88,140543,low,standard,0.55,33412.81
2333,OPP-02333,867,Summit Trade Group Renewal,Closed Won,won,renewal,smb,emea,2024-12-18,2024-11-09,2025-01-17,24,USD,121,216716,low,standard,0.14,53045.25
2334,OPP-02334,868,Granite Global Freight Net New,Closed Lost,lost,net_new,smb,na,2024-11-14,2024-05-30,2025-01-23,12,USD,93,,low,premium,0.2,30255.03
2335,OPP-02335,868,Granite Global Freight Net New,Closed Won,won,net_new,smb,na,2025-04-06,2024-11-29,2025-05-14,12,USD,30,207727,low,standard,0.06,30165.97
2336,OPP-02336,869,Meridian Industrial Net New,Closed Lost,lost,net_new,smb,emea,2025-01-28,2024-10-30,,,USD,69,66912,low,standard,0.47,23446.04
2337,OPP-02337,869,Meridian Industrial Net New,Closed Lost,lost,net_new,smb,emea,2023-06-16,2023-02-08,2023-08-08,24,USD,67,66589,low,standard,0.63,50666.55
2338,OPP-02338,870,Apex Logistics Net New,Closed Lost,lost,net_new,smb,na,2025-03-05,2024-12-31,2025-04-06,12,USD,87,129476,medium,standard,0.31,40286.04
2339,OPP-02339,870,Apex Logistics Net New,Closed Lost,lost,net_new,smb,na,2023-08-24,2023-07-01,2023-09-17,12,USD,72,300962,medium,enterprise,0.62,
2340,OPP-02340,871,Bluewave Supply Co Expansion,Closed Lost,lost,expansion,enterprise,emea,2025-11-13,2025-10-07,2025-12-19,36,USD,1818,2912650,high,enterprise,0.35,815228.97
2341,OPP-02341,871,Bluewave Supply Co Renewal,Closed Won,won,renewal,enterprise,emea,2024-02-09,2024-01-08,2024-04-11,60,USD,795,7356271,medium,premium,0.62,674379.54
2342,OPP-02342,871,Bluewave Supply Co Expansion,Closed Won,won,expansion,enterprise,emea,2024-10-28,2024-08-23,2024-11-22,24,USD,3809,5970799,high,standard,0.44,1066081.56
2343,OPP-02343,871,Bluewave Supply Co Renewal,Closed Won,won,renewal,enterprise,emea,2025-07-20,2025-06-03,2025-09-19,24,USD,4544,7375368,high,premium,0.44,834708.54
2344,OPP-02344,872,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,smb,emea,2023-03-16,2023-02-14,2023-04-12,12,USD,50,121963,low,standard,0.2,23310.38
2345,OPP-02345,872,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,smb,emea,2024-07-12,2024-04-18,2024-09-25,36,USD,70,274208,low,standard,0.0,72174.63
2346,OPP-02346,872,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,smb,emea,2023-11-25,2023-10-04,2024-02-03,12,USD,32,213661,low,standard,0.18,33514.88
2347,OPP-02347,873,Crescent Operations Expansion,Closed Lost,lost,expansion,mid_market,na,2023-11-17,2023-10-12,2024-01-14,48,USD,483,771880,medium,standard,0.59,261710.81
2348,OPP-02348,873,Crescent Operations Renewal,Closed Won,won,renewal,mid_market,na,2023-04-17,2023-01-19,2023-05-26,12,USD,825,1191102,medium,standard,0.47,161052.26
2349,OPP-02349,873,Crescent Operations Renewal,Closed Won,won,renewal,mid_market,na,2024-06-04,2024-03-13,2024-07-24,36,USD,492,1977314,low,standard,0.12,269075.27
2350,OPP-02350,874,Pioneer Distribution Net New,Closed Lost,lost,net_new,smb,apac,2024-05-20,2024-01-13,2024-06-07,12,USD,86,67072,low,standard,0.41,32605.05
2351,OPP-02351,875,Vector Cargo Systems Renewal,Closed Won,won,renewal,strategic,emea,2023-01-20,2022-12-27,2023-04-01,24,USD,15590,12764379,high,enterprise,0.42,2284363.44
2352,OPP-02352,875,Vector Cargo Systems Expansion,Closed Lost,lost,expansion,strategic,emea,2023-12-04,2023-08-18,2024-02-15,60,USD,17175,9811859,high,enterprise,0.56,
2353,OPP-02353,875,Vector Cargo Systems Net New,Closed Lost,lost,net_new,strategic,emea,2024-06-07,2024-03-27,2024-06-29,24,USD,14336,,high,premium,0.78,
2354,OPP-02354,875,Vector Cargo Systems Expansion,Closed Lost,lost,expansion,strategic,emea,2023-03-08,2022-12-08,,36,USD,9546,8295472,high,enterprise,0.76,6293110.57
2355,OPP-02355,876,Northstar Retail Holdings Expansion,Closed Lost,lost,expansion,mid_market,na,2025-10-23,2025-07-16,2026-01-01,12,USD,771,706893,medium,premium,0.56,90758.09
2356,OPP-02356,876,Northstar Retail Holdings Renewal,Closed Won,won,renewal,mid_market,na,2024-03-02,2024-02-06,2024-04-08,12,USD,162,1473674,low,premium,0.22,58926.13
2357,OPP-02357,876,Northstar Retail Holdings Net New,Closed Lost,lost,net_new,mid_market,na,2024-07-19,2023-12-22,,24,USD,228,516576,medium,enterprise,0.35,118268.74
2358,OPP-02358,877,Harbor Trade Group Net New,Closed Lost,lost,net_new,mid_market,emea,2025-04-20,2024-11-25,,12,USD,809,1047266,medium,standard,0.41,109526.87
2359,OPP-02359,877,Harbor Trade Group Net New,Closed Lost,lost,net_new,mid_market,emea,2024-02-05,2023-10-02,2024-03-14,60,USD,184,894964,medium,premium,0.55,
2360,OPP-02360,877,Harbor Trade Group Net New,Closed Lost,lost,net_new,mid_market,emea,2025-04-28,2024-12-11,2025-06-02,,USD,171,878062,medium,standard,0.62,85039.58
2361,OPP-02361,878,Atlas Global Freight Renewal,Closed Won,won,renewal,smb,apac,2024-06-14,2024-03-26,2024-08-10,12,USD,88,379493,low,standard,0.09,37173.62
2362,OPP-02362,878,Atlas Global Freight Expansion,Closed Won,won,expansion,smb,apac,2024-03-31,2024-01-21,2024-05-16,12,USD,188,428763,low,standard,0.19,37783.85
2363,OPP-02363,879,Summit Industrial Net New,Closed Lost,lost,net_new,enterprise,emea,2024-08-18,2024-03-30,2024-11-01,36,USD,1547,4383310,high,enterprise,0.7,620810.31
2364,OPP-02364,879,Summit Industrial Renewal,Closed Won,won,renewal,enterprise,emea,2024-08-12,2024-06-24,2024-08-30,24,USD,5570,4945540,medium,standard,0.32,1620173.49
2365,OPP-02365,879,Summit Industrial Net New,Closed Lost,lost,net_new,enterprise,emea,2024-03-08,2023-12-13,2024-03-26,,USD,5020,5311680,high,premium,0.69,649779.95
2366,OPP-02366,880,Granite Logistics Expansion,Closed Won,won,expansion,smb,na,2024-04-04,2023-12-12,2024-04-24,12,USD,154,180708,low,standard,0.29,36516.84
2367,OPP-02367,881,Meridian Supply Co Net New,Closed Lost,lost,net_new,mid_market,apac,2023-05-10,2022-10-14,,,USD,527,540362,medium,premium,0.47,111655.55
2368,OPP-02368,881,Meridian Supply Co Net New,Closed Lost,lost,net_new,mid_market,apac,2024-12-17,2024-07-28,2025-01-25,12,USD,391,956135,medium,premium,0.41,
2369,OPP-02369,882,Apex Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-06-13,2023-05-14,2023-08-24,36,USD,6460,3570184,high,enterprise,0.49,4206733.82
2370,OPP-02370,882,Apex Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,apac,2024-10-12,2024-06-26,2024-11-19,48,USD,6225,4257475,high,enterprise,0.72,2808108.94
2371,OPP-02371,882,Apex Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,apac,2024-04-03,2023-12-18,2024-05-08,24,USD,6183,1892583,high,premium,0.89,2090981.58
2372,OPP-02372,883,Bluewave Operations Net New,Closed Lost,lost,net_new,enterprise,na,2024-04-10,2024-01-06,2024-05-07,12,USD,3853,4916365,high,premium,0.48,546910.38
2373,OPP-02373,883,Bluewave Operations Renewal,Closed Won,won,renewal,enterprise,na,2024-04-23,2024-02-02,2024-05-18,48,USD,6399,7736232,medium,premium,0.78,2853921.28
2374,OPP-02374,883,Bluewave Operations Renewal,Closed Won,won,renewal,enterprise,na,2023-08-20,2023-07-14,2023-10-29,12,USD,4418,4416058,medium,standard,0.13,542040.37
2375,OPP-02375,883,Bluewave Operations Net New,Closed Lost,lost,net_new,enterprise,na,2023-02-06,2022-08-04,2023-03-09,,USD,,,high,premium,0.71,361961.76
2376,OPP-02376,884,Ironwood Distribution Expansion,Closed Lost,lost,expansion,smb,na,2023-02-27,2022-11-02,2023-05-13,12,USD,155,380726,low,standard,0.24,28741.0
2377,OPP-02377,885,Crescent Cargo Systems Net New,Closed Lost,lost,net_new,smb,apac,2023-07-31,2023-01-16,2023-08-22,12,USD,151,81341,low,standard,0.27,29996.07
2378,OPP-02378,885,Crescent Cargo Systems Expansion,Closed Lost,lost,expansion,smb,apac,2024-05-06,2024-02-27,2024-06-15,24,USD,104,357486,low,premium,0.23,77580.94
2379,OPP-02379,886,Pioneer Retail Holdings Renewal,Closed Won,won,renewal,enterprise,apac,2024-07-14,2024-06-15,2024-08-14,12,USD,1369,2932170,medium,premium,0.68,139573.33
2380,OPP-02380,886,Pioneer Retail Holdings Renewal,Closed Won,won,renewal,enterprise,apac,2023-03-20,2023-02-03,2023-05-26,12,USD,2236,2786470,medium,standard,0.71,264650.99
2381,OPP-02381,886,Pioneer Retail Holdings Net New,Closed Won,won,net_new,enterprise,apac,2024-07-24,2024-04-24,2024-09-08,24,USD,3048,7273381,high,premium,0.7,678567.55
2382,OPP-02382,886,Pioneer Retail Holdings Expansion,Closed Lost,lost,expansion,enterprise,apac,2023-06-12,2023-03-24,,36,USD,4025,7523916,medium,enterprise,0.43,
2383,OPP-02383,887,Vector Trade Group Net New,Closed Lost,lost,net_new,strategic,na,2023-10-06,2023-06-09,2023-10-25,24,USD,4936,13830141,high,enterprise,0.34,1316777.04
2384,OPP-02384,887,Vector Trade Group Expansion,Closed Lost,lost,expansion,strategic,na,2023-10-05,2023-06-28,2023-12-19,48,USD,4883,21487866,high,enterprise,0.47,
2385,OPP-02385,887,Vector Trade Group Net New,Closed Lost,lost,net_new,strategic,na,2023-10-26,2023-06-25,2023-11-28,36,USD,11015,21519803,high,premium,0.74,2654820.03
2386,OPP-02386,887,Vector Trade Group Net New,Closed Lost,lost,net_new,strategic,na,2024-08-31,2024-04-30,,24,USD,7318,23615027,high,standard,0.49,2731181.1
2387,OPP-02387,887,Vector Trade Group Expansion,Closed Lost,lost,expansion,strategic,na,2023-12-06,2023-07-24,2024-01-01,24,USD,6429,10028319,high,premium,0.43,2174128.73
2388,OPP-02388,888,Northstar Global Freight Net New,Closed Lost,lost,net_new,smb,apac,2024-01-06,2023-08-26,2024-03-17,12,USD,124,270904,medium,standard,0.64,52526.02
2389,OPP-02389,888,Northstar Global Freight Net New,Closed Lost,lost,net_new,smb,apac,2024-10-26,2024-04-11,2024-12-31,,USD,140,203004,medium,premium,0.2,53293.42
2390,OPP-02390,888,Northstar Global Freight Renewal,Closed Won,won,renewal,smb,apac,2025-03-06,2025-01-17,2025-05-15,48,USD,54,278802,low,premium,0.01,123426.37
2391,OPP-02391,889,Harbor Industrial Net New,Closed Lost,lost,net_new,enterprise,emea,2023-10-22,2023-04-09,2023-12-29,12,USD,1118,,high,premium,0.9,352352.0
2392,OPP-02392,889,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,emea,2025-01-29,2024-11-11,2025-04-14,36,USD,953,1695612,high,enterprise,0.2,481285.57
2393,OPP-02393,889,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,emea,2024-05-07,2024-03-21,2024-06-27,24,USD,3487,2613465,medium,premium,0.62,765996.04
2394,OPP-02394,889,Harbor Industrial Expansion,Closed Lost,lost,expansion,enterprise,emea,2023-05-27,2023-01-11,2023-07-03,24,USD,5164,6463029,high,standard,0.89,1634033.14
2395,OPP-02395,890,Atlas Logistics Expansion,Closed Lost,lost,expansion,smb,na,2024-11-05,2024-09-07,2024-12-22,12,USD,143,506995,low,standard,0.6,56300.76
2396,OPP-02396,890,Atlas Logistics Renewal,Closed Lost,lost,renewal,smb,na,2025-12-03,2025-10-31,2025-12-18,24,USD,26,84890,low,premium,0.2,64154.84
2397,OPP-02397,890,Atlas Logistics Renewal,Closed Won,won,renewal,smb,na,2023-04-26,2023-02-13,2023-06-26,12,USD,66,239842,low,standard,0.16,28195.23
2398,OPP-02398,891,Summit Supply Co Expansion,Closed Lost,lost,expansion,smb,na,2024-08-14,2024-05-01,,12,USD,81,362684,low,standard,0.13,25545.68
2399,OPP-02399,891,Summit Supply Co Expansion,Closed Lost,lost,expansion,smb,na,2024-02-13,2023-11-23,2024-02-28,12,USD,74,353066,low,premium,0.51,31111.22
2400,OPP-02400,891,Summit Supply Co Renewal,Closed Won,won,renewal,smb,na,2023-06-19,2023-05-29,2023-07-11,12,USD,94,159849,low,standard,0.01,37456.3
2401,OPP-02401,892,Granite Commerce Partners Expansion,Closed Won,won,expansion,smb,apac,2025-03-08,2025-01-31,2025-05-09,12,USD,91,488585,low,standard,0.16,44400.66
2402,OPP-02402,893,Meridian Operations Net New,Closed Lost,lost,net_new,smb,na,2025-12-11,2025-07-10,,12,USD,94,219619,low,premium,0.43,37066.4
2403,OPP-02403,893,Meridian Operations Net New,Closed Lost,lost,net_new,smb,na,2025-07-05,2025-05-04,2025-07-21,60,USD,132,277305,low,standard,0.06,
2404,OPP-02404,894,Apex Distribution Expansion,Closed Lost,lost,expansion,enterprise,apac,2025-03-10,2024-12-10,2025-04-26,24,USD,,5619461,high,premium,0.71,2503649.36
2405,OPP-02405,894,Apex Distribution Renewal,Closed Won,won,renewal,enterprise,apac,2024-04-17,2024-01-26,2024-06-13,36,USD,926,1593211,medium,premium,0.24,380022.55
2406,OPP-02406,894,Apex Distribution Expansion,Closed Lost,lost,expansion,enterprise,apac,2025-03-21,2024-11-14,2025-05-06,48,USD,,7083581,high,premium,0.81,2525873.15
2407,OPP-02407,894,Apex Distribution Renewal,Closed Won,won,renewal,enterprise,apac,2023-05-04,2023-04-10,2023-07-13,12,USD,3999,5451074,medium,enterprise,0.26,414585.76
2408,OPP-02408,895,Bluewave Cargo Systems Net New,Closed Lost,lost,net_new,smb,emea,2025-10-08,2025-04-22,2025-12-15,36,USD,40,365303,medium,standard,0.28,159180.1
2409,OPP-02409,895,Bluewave Cargo Systems Net New,Closed Lost,lost,net_new,smb,emea,2024-01-30,2023-11-23,,,USD,,,low,standard,0.46,27334.9
2410,OPP-02410,896,Ironwood Retail Holdings Renewal,Closed Won,won,renewal,strategic,emea,2025-04-20,2025-01-31,2025-06-30,36,USD,13826,10967333,high,enterprise,0.57,3757205.51
2411,OPP-02411,896,Ironwood Retail Holdings Renewal,Closed Won,won,renewal,strategic,emea,2025-07-14,2025-06-16,2025-09-13,24,USD,5812,11817568,high,premium,0.24,1495881.74
2412,OPP-02412,896,Ironwood Retail Holdings Expansion,Closed Lost,lost,expansion,strategic,emea,2023-09-09,2023-06-30,2023-10-13,36,USD,19907,9798701,high,enterprise,0.5,7953346.94
2413,OPP-02413,896,Ironwood Retail Holdings Renewal,Closed Won,won,renewal,strategic,emea,2023-09-22,2023-08-25,2023-11-09,48,USD,5052,5085039,high,enterprise,0.42,2595301.54
2414,OPP-02414,897,Crescent Trade Group Net New,Closed Lost,lost,net_new,enterprise,emea,2024-08-31,2024-06-27,2024-10-09,24,USD,2501,3677997,high,premium,0.78,561339.93
2415,OPP-02415,897,Crescent Trade Group Renewal,Closed Won,won,renewal,enterprise,emea,2024-07-24,2024-06-29,2024-09-02,24,USD,3947,4400229,medium,enterprise,0.19,950133.31
2416,OPP-02416,897,Crescent Trade Group Renewal,Closed Won,won,renewal,enterprise,emea,2023-05-09,2023-04-14,2023-06-20,24,USD,4517,5773904,high,premium,0.55,1290405.38
2417,OPP-02417,897,Crescent Trade Group Renewal,Closed Won,won,renewal,enterprise,emea,2024-11-30,2024-11-09,2025-01-13,12,USD,2421,5709137,medium,premium,0.52,359306.89
2418,OPP-02418,898,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,na,2023-01-20,2022-12-08,2023-02-11,36,USD,4939,4972961,high,enterprise,0.51,2563451.88
2419,OPP-02419,898,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,na,2023-01-16,2022-10-27,2023-03-28,36,USD,2650,5384568,high,premium,0.4,971241.02
2420,OPP-02420,898,Pioneer Global Freight Net New,Closed Lost,lost,net_new,enterprise,na,2024-09-24,2024-04-25,2024-10-15,36,USD,3369,1750485,high,premium,0.5,1250407.93
2421,OPP-02421,899,Vector Industrial Expansion,Closed Lost,lost,expansion,mid_market,na,2024-11-10,2024-08-27,2024-12-08,12,USD,837,1025027,medium,standard,0.5,132168.2
2422,OPP-02422,899,Vector Industrial Renewal,Closed Won,won,renewal,mid_market,na,2023-02-11,2022-12-10,2023-03-09,12,USD,139,1477806,low,premium,0.27,26353.84
2423,OPP-02423,899,Vector Industrial Net New,Closed Won,won,net_new,mid_market,na,2025-01-11,2024-11-12,2025-03-05,36,USD,190,1638609,medium,premium,0.43,224507.23
2424,OPP-02424,900,Northstar Logistics Renewal,Closed Lost,lost,renewal,strategic,apac,2024-09-03,2024-08-08,,24,USD,16125,16320217,high,enterprise,0.82,3346089.75
2425,OPP-02425,900,Northstar Logistics Net New,Closed Lost,lost,net_new,strategic,apac,2024-11-24,2024-10-10,,36,USD,10618,5189156,high,enterprise,0.58,4599447.66
2426,OPP-02426,900,Northstar Logistics Net New,Closed Lost,lost,net_new,strategic,apac,2023-01-22,2022-12-02,2023-02-24,48,USD,16816,16914051,high,enterprise,0.35,10594890.31
2427,OPP-02427,900,Northstar Logistics Net New,Closed Lost,lost,net_new,strategic,apac,2025-10-29,2025-04-16,2026-01-04,36,USD,,11263708,high,enterprise,0.85,2991134.8
2428,OPP-02428,901,Harbor Supply Co Renewal,Closed Won,won,renewal,enterprise,emea,2023-12-31,2023-11-29,2024-01-18,48,USD,818,4631367,medium,premium,0.41,804918.66
2429,OPP-02429,901,Harbor Supply Co Net New,Closed Lost,lost,net_new,enterprise,emea,2024-11-27,2024-09-22,,36,USD,3081,1115197,high,premium,0.57,1834514.3
2430,OPP-02430,901,Harbor Supply Co Net New,Closed Lost,lost,net_new,enterprise,emea,2023-08-16,2023-03-08,2023-10-26,24,USD,3998,2974338,high,premium,0.34,1251610.96
2431,OPP-02431,902,Atlas Commerce Partners Renewal,Closed Won,won,renewal,mid_market,na,2025-11-30,2025-09-10,2026-01-02,12,USD,154,1578987,medium,standard,0.2,45285.05
2432,OPP-02432,902,Atlas Commerce Partners Renewal,Closed Won,won,renewal,mid_market,na,2024-11-11,2024-08-27,2025-01-22,24,USD,504,1246435,low,standard,0.34,157653.64
