price_snapshot_id,opportunity_id,snapshot_version,snapshot_date,pricing_stage,total_contract_value,annual_subscription_fee,implementation_fee,support_fee,transaction_fee_per_unit,discount_pct,contract_length_months,pricing_notes
4729,2042,3,2023-09-29,approval,2560673.03,693060.8,79628.39,133954.08,,24.22,36,
4730,2042,4,2023-10-13,final,2500186.8,675445.25,79306.05,131515.0,,26.15,36,
4731,2043,1,2024-01-15,initial,6286549.22,2401108.2,718922.42,328109.76,0.00925,18.14,24,
4732,2043,2,2024-02-29,negotiation,6197694.35,2362156.73,716941.21,324214.62,0.00915,19.47,24,
4733,2043,3,2024-04-13,approval,5986623.88,2269537.4,712230.25,314952.68,0.00893,22.63,24,
4734,2043,4,2024-05-28,final,5798751.66,2187067.11,708035.51,306705.65,0.00874,25.44,24,
4735,2044,1,2024-03-11,initial,3408410.61,1196439.63,273791.58,167344.72,0.0086,24.75,24,
4736,2044,2,2024-04-14,negotiation,3417510.95,1200085.81,273923.69,167709.34,0.00862,24.52,24,
4737,2044,3,2024-05-18,approval,3322397.39,1161151.03,272512.99,163815.86,0.00845,26.97,24,
4738,2044,4,2024-06-21,final,3240016.92,1127486.93,271293.26,160449.45,0.0083,29.09,24,
4739,2046,1,2023-01-25,initial,25489.4,21833.87,1908.82,1746.71,,0.0,12,
4740,2046,2,2023-02-08,negotiation,25489.4,21833.87,1908.82,1746.71,,0.0,12,
4741,2046,3,2023-02-21,approval,25489.4,21833.87,1908.82,1746.71,,0.0,12,commercial review in progress
4742,2046,4,2023-03-07,final,25194.91,21560.95,1904.05,1729.91,,1.25,12,
4743,2047,1,2022-12-25,initial,5933076.09,1512023.58,467355.31,206560.99,0.00941,18.06,36,commercial review in progress
4744,2047,2,2023-02-16,negotiation,5831724.49,,465823.39,,0.0093,19.64,36,
4745,2048,1,2024-08-17,initial,2190612.68,1497112.68,,279529.83,0.01011,13.91,12,
4746,2048,2,2024-09-01,negotiation,2150319.53,,,274959.29,0.00997,15.81,12,
4747,2049,1,2024-12-16,initial,9324269.07,1873449.56,398438.91,358007.98,,21.08,48,
4748,2049,2,2025-01-17,negotiation,9231296.5,1853189.21,397728.86,355202.7,,21.93,48,
4749,2049,3,2025-02-18,approval,8932176.14,1788005.64,395444.42,346177.29,,24.68,48,
4750,2050,1,2025-02-17,initial,6818621.79,2574468.37,541681.23,356330.37,0.00806,21.89,24,
4751,2050,2,2025-03-16,negotiation,6542536.9,2455979.65,537608.42,344481.5,0.00784,25.49,24,
4752,2050,3,2025-04-13,approval,6429764.07,2407814.15,535952.83,339664.95,0.00774,26.95,24,
4753,2051,1,2022-11-10,initial,3003685.84,534194.86,35229.31,99073.27,0.00943,11.62,48,commercial review in progress
4754,2051,2,2022-12-06,negotiation,2915835.33,516976.23,35023.82,96689.15,0.00923,14.47,48,
4755,2051,3,2023-01-02,approval,2824947.36,499092.33,34810.39,94212.92,0.00903,17.43,48,
4756,2052,1,2024-09-04,initial,279267.27,,32929.31,8157.88,,9.05,24,
4757,2052,2,2024-10-09,negotiation,275292.1,98012.49,32826.94,8054.93,0.01133,10.57,24,
4758,2052,3,2024-11-13,approval,272957.45,,32766.78,7994.44,0.01126,11.47,24,
4759,2053,1,2022-12-30,initial,301159.12,70130.75,28124.47,5799.61,0.00978,12.75,36,commercial review in progress
4760,2053,2,2023-03-05,negotiation,292501.23,67770.37,27954.96,5654.36,0.00957,15.68,36,commercial review in progress
4761,2053,3,2023-05-10,approval,286884.51,66230.24,27844.36,5559.58,0.00944,17.6,36,
4762,2054,1,2023-12-01,initial,,69584.97,,5761.03,,13.13,,commercial review in progress
4763,2054,2,2024-03-10,negotiation,175453.22,68082.12,27951.88,5668.55,,15.01,24,
4764,2055,1,2025-10-31,initial,205633.83,44002.61,,,,16.0,48,
4765,2056,1,2023-09-09,initial,32839.2,,,1997.42,,6.75,12,
4766,2056,2,2023-10-18,negotiation,32362.84,24128.41,6263.42,1971.01,,8.38,12,
4767,2057,1,2024-09-16,initial,77341.95,47268.39,23813.64,6259.92,,7.5,12,
4768,2057,2,2024-11-02,negotiation,76156.27,46275.87,23719.73,6160.67,,9.45,12,commercial review in progress
4769,2057,3,2024-12-18,approval,74591.02,44965.62,23595.76,6029.64,,12.01,12,
4770,2057,4,2025-02-03,final,73497.93,44050.61,23509.18,5938.14,,13.8,12,
4771,2058,1,2023-04-24,initial,139839.63,86636.41,30897.24,11589.07,,11.16,12,
4772,2058,2,2023-06-22,negotiation,137705.3,84918.53,30785.9,11417.28,0.01032,12.92,12,commercial review in progress
4773,2058,3,2023-08-20,approval,136021.53,83569.86,30698.48,11282.41,,14.3,12,commercial review in progress
4774,2059,1,2023-09-02,initial,209930.53,51807.53,17159.03,9828.79,,18.96,,commercial review in progress
4775,2059,2,2023-09-28,negotiation,205298.15,50508.92,17086.56,9648.99,,20.99,36,
4776,2060,1,2024-05-04,initial,137263.23,100396.42,21907.28,8060.98,0.00973,1.55,12,
4777,2060,2,2024-05-28,negotiation,134660.56,98136.56,21809.89,7921.91,0.00958,3.77,12,
4778,2060,3,2024-06-21,approval,131050.01,94996.38,21674.56,7728.67,0.00938,6.85,12,
4779,2060,4,2024-07-15,final,128108.43,92436.13,21564.22,7571.12,0.00922,9.36,12,
4780,2061,1,2024-03-02,initial,123285.99,78498.52,19715.31,10349.89,0.01165,5.8,12,commercial review in progress
4781,2061,2,2024-03-14,negotiation,119103.27,75206.92,19557.74,10020.73,0.01133,9.75,12,commercial review in progress
4782,2061,3,2024-03-26,approval,118179.34,74479.08,19522.89,9947.95,0.01126,10.63,12,
4783,2061,4,2024-04-07,final,115512.85,72376.27,19422.23,9737.67,0.01106,13.15,12,
4784,2062,1,2024-02-27,initial,56999.25,,6016.79,1741.21,,13.15,,
4785,2063,1,2023-09-23,initial,44336.52,16131.86,5506.65,1326.92,0.01121,10.88,24,
4786,2063,2,2023-11-29,negotiation,43572.77,15804.72,5486.3,,,12.69,24,
4787,2064,1,2023-01-08,initial,70333.2,30141.66,2160.92,3944.48,,2.8,24,
4788,2064,2,2023-01-12,negotiation,70175.24,30070.31,2159.92,3937.35,,3.03,24,commercial review in progress
4789,2064,3,2023-01-17,approval,68071.41,29120.08,2146.61,3842.32,,6.1,24,
4790,2064,4,2023-01-23,final,66901.24,28591.55,2139.2,3789.47,,7.8,24,
4791,2065,1,2023-04-28,initial,86746.51,51384.81,24838.35,4263.88,0.00989,13.9,,
4792,2065,2,2023-05-25,negotiation,85953.4,,24782.93,4224.05,0.00981,14.98,12,
4793,2066,1,2022-11-26,initial,189953.1,78686.56,19783.58,6398.2,,6.64,24,
4794,2066,2,2022-12-08,negotiation,187023.65,77336.99,19719.37,6315.15,,8.24,24,commercial review in progress
4795,2066,3,2022-12-20,approval,181105.55,74610.58,19589.65,6147.37,,11.47,24,
4796,2066,4,2023-01-01,final,177215.69,72818.56,19504.39,6037.09,,13.6,24,
4797,2067,1,2023-06-19,initial,95338.72,49163.88,24672.22,,,18.01,,commercial review in progress
4798,2068,1,2024-03-20,initial,102689.77,37164.38,22221.37,3069.82,,12.35,24,
4799,2069,1,2024-06-20,initial,64957.99,50359.58,7851.72,6746.69,,11.69,12,
4800,2069,2,2024-06-23,negotiation,65814.51,51118.77,7873.13,6822.61,,10.36,12,
4801,2069,3,2024-06-28,approval,63208.81,48809.16,7808.0,6591.65,,14.41,12,commercial review in progress
4802,2069,4,2024-07-03,final,62164.33,47883.36,7781.9,6499.07,,16.03,12,
4803,2070,1,2024-02-20,initial,64700.4,28938.72,2135.96,2343.5,,5.05,24,
4804,2070,2,2024-03-11,negotiation,64905.35,29034.61,2137.31,2349.41,,4.73,24,
4805,2070,3,2024-03-31,approval,62650.76,27979.7,2122.38,2284.49,,8.19,24,
4806,2070,4,2024-04-20,final,61494.31,27438.61,2114.71,2251.19,,9.97,24,
4807,2071,1,2022-11-23,initial,113645.46,72162.24,,9697.62,,12.76,12,
4808,2071,2,2023-02-09,negotiation,112543.09,71241.04,28423.18,9605.51,,13.87,12,commercial review in progress
4809,2072,1,2023-08-10,initial,1978558.61,778575.95,267317.87,,0.00829,21.21,24,commercial review in progress
4810,2073,1,2024-04-21,initial,152586.0,78592.64,63141.82,10851.54,,21.2,,commercial review in progress
4811,2073,2,2024-05-26,negotiation,151485.28,,63023.71,10762.21,,22.1,,commercial review in progress
4812,2075,1,2023-09-21,initial,102882.11,44158.38,7421.15,3572.1,,4.61,24,
4813,2075,2,2023-10-13,negotiation,102655.04,44053.03,7417.74,3565.62,,4.84,24,
4814,2075,3,2023-11-04,approval,100330.2,42974.44,7382.84,3499.24,,7.17,24,
4815,2075,4,2023-11-26,final,97876.36,41836.0,7346.0,3429.18,,9.63,24,
4816,2077,1,2025-03-29,initial,159615.89,69655.97,8888.79,5707.58,,9.51,24,
4817,2077,2,2025-04-08,negotiation,157188.71,68525.27,8862.17,5638.0,,10.98,24,
4818,2077,3,2025-04-18,approval,153828.23,66959.8,8825.31,5541.66,,13.01,24,
4819,2078,1,2024-07-06,initial,53751.58,45640.93,2594.46,3651.27,0.01171,0.0,12,
4820,2078,2,2024-07-16,negotiation,51934.69,43989.06,2575.68,3549.62,0.01143,3.62,12,commercial review in progress
4821,2078,3,2024-07-26,approval,51144.83,43272.17,2567.53,3505.5,0.0113,5.19,12,
4822,2079,1,2024-01-29,initial,115509.9,33730.49,2258.63,2706.97,0.01099,1.35,36,
4823,2079,2,2024-02-08,negotiation,111982.79,32653.3,2244.36,2640.69,0.01076,4.5,36,
4824,2079,3,2024-02-17,approval,108545.36,31604.17,2230.46,2576.12,0.01053,7.57,36,
4825,2079,4,2024-02-27,final,106607.2,31012.66,2222.63,2539.72,0.0104,9.3,36,
4826,2080,1,2023-10-01,initial,428527.9,89677.15,,7465.43,,14.96,,
4827,2080,2,2023-10-22,negotiation,426527.01,89223.93,21665.31,7437.54,0.00955,15.39,48,
4828,2080,3,2023-11-12,approval,420233.18,87800.82,21604.98,7349.96,0.00945,16.74,48,
4829,2081,1,2023-09-12,initial,263170.07,79211.76,62436.31,10717.3,,15.01,24,
4830,2081,2,2023-10-09,negotiation,260907.47,78310.19,,10627.15,0.01072,15.98,24,commercial review in progress
4831,2082,1,2025-04-09,initial,341611.91,90502.26,30821.15,7307.11,0.01046,3.85,36,
4832,2082,2,2025-05-03,negotiation,337056.54,89151.94,30732.03,7224.01,0.01036,5.29,36,
4833,2082,3,2025-05-27,approval,323424.95,85116.69,30465.72,6975.69,0.01005,9.57,36,
4834,2082,4,2025-06-20,final,318325.34,83604.05,30365.89,6882.6,0.00994,11.18,36,
4835,2083,1,2025-10-18,initial,34779.35,23035.44,6138.14,,0.01154,6.65,12,
4836,2084,1,2025-06-14,initial,404307.21,82712.52,9539.13,6732.5,0.01034,7.03,48,
4837,2084,2,2025-07-04,negotiation,395423.99,80765.22,9496.78,6612.67,0.01018,9.22,48,
4838,2084,3,2025-07-24,approval,389014.0,79355.51,9466.12,6525.92,0.01007,10.81,48,
4839,2084,4,2025-08-13,final,381619.77,77731.95,9430.8,6426.01,0.00994,12.63,48,
4840,2086,1,2025-10-01,initial,151206.48,72925.88,60936.09,,,16.95,,commercial review in progress
4841,2087,1,2024-03-20,initial,428212.89,107516.98,24022.21,14595.71,0.00992,16.09,36,
4842,2088,1,2023-10-07,initial,61837.84,17000.92,1788.28,,,10.32,36,
4843,2088,2,2023-10-18,negotiation,61552.9,,1786.64,1390.93,0.01196,10.76,36,
4844,2088,3,2023-10-29,approval,60657.02,16651.33,1781.54,1374.66,,12.16,36,
4845,2089,1,2024-10-16,initial,46731.56,39222.96,2409.62,5098.98,,0.0,12,
4846,2089,2,2024-10-29,negotiation,45868.76,38447.26,2400.09,5021.41,,1.98,12,
4847,2089,3,2024-11-12,approval,44750.89,37442.24,2387.74,4920.91,,4.54,12,
4848,2090,1,2025-04-27,initial,28041.59,23094.23,1945.11,3002.25,,0.0,12,commercial review in progress
4849,2090,2,2025-05-09,negotiation,28041.59,23094.23,1945.11,3002.25,,0.0,12,
4850,2090,3,2025-05-21,approval,27719.2,22805.57,1940.25,2973.38,,1.25,12,
4851,2090,4,2025-06-02,final,27340.03,22466.07,1934.53,2939.43,,2.72,12,
4852,2091,1,2024-03-20,initial,120960.39,36584.21,2354.97,2950.93,,3.46,36,commercial review in progress
4853,2091,2,2024-04-07,negotiation,120455.25,36426.21,2352.99,2941.21,,3.88,36,
4854,2091,3,2024-04-26,approval,117299.59,35439.18,2340.64,2880.47,,6.48,36,
4855,2092,1,2023-09-05,initial,800570.35,256428.88,114845.4,35377.0,,20.97,24,
4856,2093,1,2024-09-15,initial,1161343.24,251461.59,19599.44,33974.36,,14.55,48,
4857,2093,2,2024-10-07,negotiation,1159324.77,251004.27,19593.17,33928.63,,14.7,48,
4858,2093,3,2024-10-29,approval,1131355.39,244667.35,19506.23,33294.94,,16.86,48,
4859,2093,4,2024-11-21,final,1096769.44,236831.34,19398.72,32511.34,,19.52,48,
4860,2094,1,2023-12-16,initial,3511600.31,587469.54,88887.83,50088.72,0.00803,22.18,60,commercial review in progress
4861,2094,2,2024-01-31,negotiation,3387462.13,565231.69,88339.83,48720.24,0.00784,25.13,60,
4862,2094,3,2024-03-18,approval,3285484.82,546930.33,87888.84,47594.0,0.00769,27.55,60,
4863,2095,1,2023-11-13,initial,53153.4,46778.9,2629.65,3744.85,,0.29,12,
4864,2095,2,2023-12-04,negotiation,50939.09,44714.76,2606.5,3617.83,,4.69,12,
4865,2095,3,2023-12-25,approval,49636.1,43500.14,2592.88,3543.08,,7.28,12,
4866,2095,4,2024-01-15,final,48771.47,42694.15,2583.84,3493.48,,9.0,12,
4867,2096,1,2024-01-25,initial,85915.48,,,7183.23,,11.68,,commercial review in progress
4868,2097,1,2025-09-03,initial,118809.34,81718.53,30311.19,6779.62,,13.83,,
4869,2098,1,2025-06-10,initial,77247.72,21952.76,6034.74,,,6.61,36,
4870,2099,1,2024-06-20,initial,28056.85,18448.08,5707.27,,,7.4,,
4871,2100,1,2025-09-21,initial,38103.38,33188.78,2246.63,2667.97,,2.06,12,commercial review in progress
4872,2100,2,2025-10-07,negotiation,37104.1,32259.09,2234.25,2610.76,,4.8,12,commercial review in progress
4873,2100,3,2025-10-23,approval,35964.58,31198.92,2220.14,2545.52,,7.93,12,
4874,2100,4,2025-11-08,final,35447.03,30717.42,2213.72,2515.89,,9.35,12,
4875,2101,1,2022-11-09,initial,39643.58,,6701.18,2362.3,0.01113,5.58,,
4876,2101,2,2022-12-21,negotiation,39236.28,28773.33,6685.46,2340.28,0.01104,6.74,12,
4877,2101,3,2023-02-01,approval,38608.86,28222.25,,2306.37,0.0109,8.53,12,
4878,2102,1,2024-11-10,initial,58992.08,33136.81,21443.13,4412.14,,9.5,,
4879,2103,1,2022-11-11,initial,72684.86,19632.2,5872.1,2638.72,,12.81,36,
4880,2103,2,2023-02-01,negotiation,71265.46,19208.95,,2596.39,,14.69,36,
4881,2104,1,2023-11-04,initial,74992.33,,24013.58,3895.51,,12.91,12,
4882,2105,1,2023-10-09,initial,74304.8,24991.57,20122.52,,,17.85,,
4883,2105,2,2023-12-10,negotiation,74489.58,25073.32,20133.74,,,17.58,24,
4884,2105,3,2024-02-10,approval,72984.1,24407.25,20042.36,2063.62,,19.77,24,
4885,2106,1,2023-04-10,initial,788908.38,617178.48,38768.77,81792.36,0.01016,7.77,12,
4886,2106,2,2023-05-03,negotiation,768224.63,599434.85,38559.92,80017.99,0.00997,10.42,12,
4887,2106,3,2023-05-27,approval,752132.79,585640.27,38397.55,78638.54,0.00982,12.48,12,
4888,2107,1,2023-09-03,initial,1188598.66,475795.94,30266.96,62459.87,0.00994,4.08,24,
4889,2107,2,2023-09-08,negotiation,1176537.82,470604.69,30203.08,61940.74,0.00987,5.12,24,commercial review in progress
4890,2107,3,2023-09-14,approval,1148729.56,458630.19,30055.74,60743.29,0.00971,7.54,24,
4891,2107,4,2023-09-21,final,1118234.09,445515.44,29894.37,59431.82,0.00953,10.18,24,
4892,2108,1,2023-03-10,initial,1802863.44,330625.45,95707.23,,,25.32,48,
4893,2109,1,2023-05-17,initial,439586.01,343581.51,23623.84,62837.57,0.00901,6.5,12,
4894,2109,2,2023-05-30,negotiation,432512.61,337530.67,23545.01,61999.76,0.00891,8.15,12,
4895,2109,3,2023-06-12,approval,416615.43,323936.45,23367.93,60117.49,0.00868,11.85,12,
4896,2109,4,2023-06-26,final,409952.1,318241.72,23293.75,59328.99,0.00858,13.4,12,
4897,2111,1,2025-08-07,initial,275825.39,69229.35,,13169.9,,19.77,,
4898,2112,1,2023-06-29,initial,25475.46,21782.15,1924.44,1768.87,,6.14,12,
4899,2112,2,2023-07-11,negotiation,24568.35,20940.94,1910.31,1717.1,,9.76,12,commercial review in progress
4900,2112,3,2023-07-23,approval,24147.73,20550.87,1903.76,1693.1,,11.44,12,
4901,2112,4,2023-08-05,final,23570.83,20015.87,1894.78,1660.18,,13.75,12,
4902,2113,1,2025-04-17,initial,426663.28,87161.86,31165.96,11712.47,,12.73,48,
4903,2113,2,2025-06-09,negotiation,417855.73,85188.86,31039.61,11515.17,,14.71,48,commercial review in progress
4904,2113,3,2025-08-01,approval,405797.51,82487.67,30866.63,11245.05,,17.41,48,
4905,2114,1,2025-07-21,initial,776592.53,203578.56,31617.98,27965.87,0.00859,19.72,36,commercial review in progress
4906,2114,2,2025-08-01,negotiation,764113.26,199985.06,31524.7,27606.52,0.0085,21.14,36,commercial review in progress
4907,2114,3,2025-08-12,approval,738157.69,192533.53,31331.26,26861.37,0.0083,24.08,36,
4908,2116,1,2023-01-15,initial,1039979.41,371518.82,44121.34,68499.3,0.01054,9.53,24,
4909,2116,2,2023-02-02,negotiation,1047081.28,374321.36,44182.73,68887.34,0.0106,8.85,24,
4910,2116,3,2023-02-20,approval,1016124.09,361954.29,43911.82,67174.98,0.01037,11.86,24,
4911,2116,4,2023-03-11,final,993980.22,353086.44,43717.57,65947.12,0.01021,14.02,24,
4912,2117,1,2024-12-29,initial,1069485.05,863796.79,49766.38,155921.88,,1.21,12,commercial review in progress
4913,2117,2,2025-01-02,negotiation,1041340.77,839320.8,49487.08,152532.89,,4.01,12,
4914,2117,3,2025-01-07,approval,1034434.44,833314.62,49418.55,151701.27,,4.69,12,
4915,2117,4,2025-01-13,final,1006921.56,809387.74,49145.51,148388.31,,7.43,12,
4916,2119,1,2025-03-05,initial,133718.92,28060.12,2104.3,2265.73,0.01183,3.88,48,
4917,2119,2,2025-03-08,negotiation,133144.94,27933.59,2102.47,2257.94,0.01179,4.32,48,
4918,2119,3,2025-03-13,approval,128773.62,26962.85,2088.36,2198.21,0.01152,7.64,48,
4919,2119,4,2025-03-19,final,126828.91,26530.97,2082.09,2171.63,0.0114,9.12,48,
4920,2120,1,2025-07-14,initial,66996.13,14219.85,,1190.98,,16.9,48,
4921,2121,1,2023-11-27,initial,49206.45,26692.71,20326.18,2187.56,,9.57,12,
4922,2122,1,2025-03-12,initial,327784.02,,63914.77,34693.44,,24.0,,
4923,2123,1,2024-12-07,initial,2150473.4,567230.76,211134.32,79215.6,,24.34,,
4924,2123,2,2025-01-22,negotiation,2096679.18,551216.78,,77614.2,,26.48,36,commercial review in progress
4925,2124,1,2025-10-18,initial,206681.88,86942.69,9778.32,11509.09,,7.34,24,
4926,2124,2,2025-10-23,negotiation,207564.67,87340.13,9786.73,11548.84,,6.91,24,
4927,2124,3,2025-10-29,approval,200751.67,84272.81,9721.85,11242.1,,10.18,24,
4928,2124,4,2025-11-04,final,195152.08,81751.78,9668.52,10990.0,,12.87,24,
4929,2125,1,2023-02-16,initial,48868.15,17809.8,,1472.27,,12.62,,
4930,2126,1,2025-09-20,initial,29016.62,25014.99,2000.43,2001.2,,0.0,12,
4931,2126,2,2025-10-18,negotiation,29016.62,25014.99,2000.43,2001.2,,0.0,12,
4932,2126,3,2025-11-15,approval,28900.72,24907.43,1998.71,1994.58,,0.43,12,
4933,2127,1,2024-12-25,initial,47763.22,41894.42,2501.29,3367.51,,2.02,12,
4934,2127,2,2025-01-03,negotiation,45627.3,39904.35,2477.91,3245.04,,6.67,12,
4935,2127,3,2025-01-12,approval,45146.54,39456.41,2472.65,3217.48,,7.72,12,
4936,2127,4,2025-01-21,final,44252.83,38623.73,2462.87,3166.23,,9.67,12,
4937,2128,1,2023-02-06,initial,84715.72,17387.57,,1461.81,0.01118,18.07,,commercial review in progress
4938,2129,1,2024-01-14,initial,162367.11,108834.45,34179.75,14377.16,0.00987,6.55,12,commercial review in progress
4939,2129,2,2024-03-02,negotiation,159070.09,106060.48,34014.76,14099.76,0.00971,8.93,12,commercial review in progress
4940,2129,3,2024-04-20,approval,155659.05,103192.52,33844.18,13812.96,0.00954,11.39,12,
4941,2130,1,2025-08-11,initial,563112.81,88552.98,,7357.62,,14.33,60,
4942,2130,2,2025-10-03,negotiation,557034.22,87500.86,31539.24,7292.88,0.00963,15.34,60,
4943,2130,3,2025-11-26,approval,545596.93,85510.75,31413.94,7170.41,0.00949,17.27,60,
4944,2132,1,2023-11-22,initial,219986.91,59529.65,26475.72,,,16.15,36,
4945,2132,2,2023-12-30,negotiation,216670.25,58512.8,,4911.5,,17.58,36,
4946,2132,3,2024-02-06,approval,214318.23,57791.69,26341.77,4867.13,,18.6,36,
4947,2133,1,2023-12-02,initial,215802.42,61150.51,8305.17,8015.24,,3.46,36,
4948,2133,2,2023-12-10,negotiation,209635.75,59296.66,8256.22,7829.85,,6.38,36,commercial review in progress
4949,2133,3,2023-12-18,approval,202482.25,57146.14,8199.43,7614.8,,9.78,36,
4950,2133,4,2023-12-26,final,197442.11,55630.95,8159.42,7463.28,,12.17,36,
4951,2134,1,2025-01-24,initial,22042.63,18725.31,1819.29,1498.03,,0.0,12,
4952,2134,2,2025-02-13,negotiation,21262.78,18003.88,1805.27,1453.63,,3.85,12,
4953,2134,3,2025-03-05,approval,20672.93,17458.21,1794.67,1420.05,,6.77,12,
4954,2134,4,2025-03-25,final,20263.41,17079.36,1787.31,1396.74,,8.79,12,
4955,2135,1,2025-05-16,initial,31341.2,27074.96,2077.22,2189.02,,4.4,12,commercial review in progress
4956,2135,2,2025-06-11,negotiation,30988.93,26747.67,2072.38,2168.88,,5.56,12,
4957,2135,3,2025-07-07,approval,30311.85,26118.61,2063.07,2130.17,,7.78,12,
4958,2136,1,2024-03-03,initial,69961.78,41486.93,22845.83,3386.19,,8.07,,
4959,2137,1,2024-07-22,initial,37999.22,28300.68,6631.08,2298.17,,6.13,,
4960,2138,1,2025-02-06,initial,2776053.79,470728.25,,89968.51,,21.13,,
4961,2138,2,2025-05-05,negotiation,2724203.72,460502.04,,88552.57,,22.84,48,
4962,2139,1,2025-06-08,initial,1059647.27,722911.32,76720.95,,,15.55,12,
4963,2139,2,2025-07-06,negotiation,1049480.06,714964.16,76573.93,134553.6,,16.48,12,
4964,2140,1,2025-01-22,initial,7496989.96,1922321.4,616947.46,371026.1,,23.85,36,commercial review in progress
4965,2140,2,2025-03-10,negotiation,7337032.62,1876180.46,614579.16,364637.36,,25.68,36,
4966,2140,3,2025-04-26,approval,7224525.1,1843726.8,612913.39,360143.77,,26.96,36,
4967,2140,4,2025-06-13,final,6995499.69,1777662.64,609522.48,350996.43,,29.58,36,
4968,2141,1,2024-07-01,initial,125361.22,37040.34,5129.41,3036.93,,9.73,36,
4969,2141,2,2024-08-05,negotiation,120522.45,35532.99,5090.97,2944.17,,13.4,36,
4970,2141,3,2024-09-09,approval,117852.64,34701.3,5069.77,2892.99,,15.43,36,
4971,2143,1,2023-09-20,initial,214408.07,79249.55,9367.1,14536.18,0.01079,7.61,24,commercial review in progress
4972,2143,2,2023-10-10,negotiation,208412.3,76789.55,9312.55,14195.57,0.01058,10.48,24,
4973,2143,3,2023-10-30,approval,205008.39,75400.56,9281.74,14003.25,0.01045,12.1,24,
4974,2145,1,2024-03-13,initial,3000428.59,1131345.57,110892.89,211032.32,0.00841,13.59,24,commercial review in progress
4975,2145,2,2024-03-22,negotiation,2956357.42,1112985.92,110573.19,208490.22,0.00833,14.99,24,
4976,2145,3,2024-03-31,approval,2926567.16,1100638.44,110358.18,206780.56,0.00827,15.93,24,
4977,2145,4,2024-04-10,final,2845593.16,1067043.5,109773.19,202128.96,0.00811,18.5,24,
4978,2146,1,2024-03-20,initial,2164531.26,563229.83,,109802.24,,26.47,36,
4979,2146,2,2024-05-13,negotiation,2107015.87,546585.15,144767.65,107497.59,,28.64,36,
4980,2147,1,2024-10-05,initial,1346249.32,998546.48,100627.11,187110.63,0.00895,15.09,12,
4981,2147,2,2024-10-12,negotiation,1323149.43,979203.21,100285.79,184432.33,0.00884,16.74,12,commercial review in progress
4982,2147,3,2024-10-20,approval,1292657.86,953640.21,99834.71,180892.84,0.0087,18.91,12,
4983,2149,1,2024-10-10,initial,1625680.42,,191351.41,68769.82,0.00889,27.03,24,
4984,2151,1,2022-12-12,initial,1915559.9,1184906.37,368772.37,222748.22,0.00808,16.13,12,
4985,2151,2,2023-03-12,negotiation,1899513.74,1172315.88,,,0.00802,17.02,12,
4986,2152,1,2024-10-01,initial,77806.83,24835.8,19990.11,3286.69,0.0105,7.23,24,
4987,2152,2,2024-11-15,negotiation,75864.9,24023.99,19867.09,3205.51,0.01028,10.26,24,
4988,2152,3,2024-12-30,approval,74903.96,23622.34,19806.23,3165.35,0.01017,11.76,24,
4989,2153,1,2024-05-01,initial,133128.14,29695.97,4629.86,,,8.8,,commercial review in progress
4990,2153,2,2024-07-01,negotiation,130503.09,,4612.09,2390.82,,10.69,48,commercial review in progress
4991,2154,1,2024-06-26,initial,928167.82,228859.87,108908.65,44226.52,,24.18,,
4992,2155,1,2023-11-20,initial,1436921.67,565055.04,209821.51,48495.04,,23.98,,
4993,2156,1,2024-12-29,initial,2251745.63,546487.47,139226.88,105642.84,0.00899,24.27,,
4994,2156,2,2025-02-22,negotiation,2214179.28,536170.16,138808.46,104214.29,0.00888,25.7,36,
4995,2157,1,2024-03-30,initial,149028.1,96387.73,32962.31,7997.1,,13.85,12,
4996,2158,1,2023-03-13,initial,241342.12,55086.99,2967.96,4506.55,,8.92,48,
4997,2158,2,2023-04-04,negotiation,233097.97,53149.99,2948.61,4387.35,,12.12,48,commercial review in progress
4998,2158,3,2023-04-27,approval,228237.84,52008.08,2937.2,4317.08,,14.01,48,
4999,2160,1,2023-03-20,initial,694564.54,424035.96,158007.19,,0.00903,16.07,,commercial review in progress
5000,2161,1,2023-07-28,initial,328566.57,,89487.16,33792.57,0.00975,12.21,12,commercial review in progress
5001,2161,2,2023-08-14,negotiation,325556.2,179601.69,,33474.52,,13.32,12,
5002,2161,3,2023-08-31,approval,319775.97,,88892.64,,,15.45,12,
5003,2162,1,2023-03-15,initial,180327.73,137460.65,12157.99,17869.88,0.01187,0.0,12,commercial review in progress
5004,2162,2,2023-03-29,negotiation,178299.45,135742.72,12127.6,17698.09,0.01177,1.25,12,
5005,2162,3,2023-04-12,approval,173015.03,131266.35,12048.42,17250.45,0.01151,4.51,12,commercial review in progress
5006,2162,4,2023-04-26,final,169686.6,128443.23,11998.48,16968.14,0.01135,6.56,12,
5007,2163,1,2023-05-30,initial,227429.94,146535.89,54531.85,12116.32,0.01044,12.7,12,
5008,2163,2,2023-07-28,negotiation,223437.53,,54308.82,11910.46,0.01028,14.69,12,
5009,2164,1,2022-11-22,initial,45734.87,40092.78,2434.67,3207.42,,0.0,12,
5010,2164,2,2022-12-19,negotiation,45734.87,40092.78,2434.67,3207.42,,0.0,12,
5011,2164,3,2023-01-15,approval,45071.94,39475.35,2427.17,3169.42,,1.54,12,
5012,2165,1,2025-09-02,initial,49823.49,32724.78,14462.57,2636.14,,2.92,12,
5013,2165,2,2025-09-17,negotiation,48066.08,31193.74,14330.42,2541.92,,7.46,12,commercial review in progress
